,Data,Sentiment
7606, বাংলা  নাটক  গুলো  খুব  সুন্দর  বিশেস  করে  মিথিলার  নাটক।,1
7607, খুব সুন্দর একটা নাটক,1
7608, অসাধারণ একটি নাটক,1
7609, আগে অনেকবার দেখেছি..  তবে ১ম বার কমেন্ট করলাম। মিজান ভাই খুব ক্রিয়েটিভ কাহিনী.,1
7610," হুম,,,শেষটা ভালো হয়েছে,,,আমার দেখা সব থেকে ভালো নাটক,,,,আশা করি সামনে আরো ভালো কিছু পাবো।।।",1
7611," শুধু একটা কথাই বলবো, নাটক টা সত্যিই অসাধারণ।",1
7612," কত বার দেখছি বলতে পারবোনা, আমি ডাউনলোড করে দেখি মাজে মাজে জখন মনে পড়ে,,,,,, হেবিব নাইচ,,,,",1
7613, সব ভাল নাটক কি এনটিভি ই বানায়।।।লাভ ইউ এনটিভি,1
7614, বার বার দেখলে ভাল লাগে,1
7615, আমার জীবনে দেখা সেরা নাটক.. এটি....Apurbo বলে কথা...,1
7616," কিছু বলাল নাই অনেক অনেক অসাধারন,,অপূব ভাই নাটক অচম",1
7617, অসাধারণ নাটকটি,1
7618," সবার মত আমাকেউ বলতে হচ্ছে,,,নাটক টার কোনো তুলনা নেই,,best of luck,, everybody",1
7619, Asadharon notak .. অপূর্ব সত্যিই অপূর্ব...,1
7620, জীনবত একটাই একটাই মন একটাই ভালোবাসা।।।,1
7621, অসাধারন ভাইয়া,1
7622, এত ভালো নাটক কেমনে হয় সুদু বার বার দেখালাগে,1
7623, অনেক ভালো হয়েছে,1
7624," বলার মতো কোন ভাষা নেই,  ব্যস্তবতা তো এমনই হয়,  মিনারের গান গুলোও অসাধারন, ৬বার দেখলাম কেমন জানি যতই দেখি ভাল লাগে । NTV কে অনেক ধন্যবাদ,ধন্যবাদ  মিজানুর রহমান আরিয়ান ভাইকে।  সুন্দর কিছু উপহার  দেওয়ার জন্য।",1
7625," রিসোর্ট টা খুব সুন্দর, কেঊকি এই রিসোর্ট এর নাম টা জানেন??? জানলে দয়া করে বোলবেন...।",1
7626, খুবই ভালো লেগেছে,1
7627," অনেক বার দেখেছি, তার পর ও দেখতে ইচ্ছে করে, অসাধারণ বস্ তোমার প্রতি টি নাটক,",1
7628, প্রথম ভালবাসা তো,1
7629," খুব ভাল কয়েক বার দেখেছি, মিথিলাকে একটুও ভাল লাগেনি কেমন যেন বুড়ি বুড়ি.............",1
7630, অন্যান্যদের সাথে জেরিনের বাবার চরিএটাও Interesting. পুরাই ভিলেন,1
7631, natok ta nice            আশা  করি আরো ভালোনাটোক করুক,1
7632, দারুণ নাটক !!!! Love from USA,1
7633, ভাইজান পশ্চিমবঙ্গ থেকে বলছি আমি।।।।আজকে নিয়ে আমি  বার দেখে ফেললাম এই নাটকটি।।। টো পার্ট ই খুব ভালো।।। এরকম আরও সুন্দর নাটকের অপেক্ষায় রইলাম।।।। ধন্যবাদ।।।,1
7634, আমার দেখা বাংলার সেরা নাটক।,1
7635," আমি ভারত থেকে বলছি, আমি বরাবর ওই বাংলাদেশ এর অনেক সিনেমা বা কমেডি দেখতাম.. একদিন হঠাৎ একজন ফ্রেন্ডের মুখে শুনলাম 'বড়ছেলে' নামে নাকি একটা নাটক আছে যার হিরো অপূর্ব.. ঐদিন ওই আমি  নাটক টা you tube থেকে দেখলাম.. অসাধারণ চরিত্র ছিলো সবার.. আমি মুগ্ধ হলাম নাটক টা দেখে.. এখন আমি কাজের ফাঁকে অপূর্ব এর নাটক দেখি.. এগিয়ে যাও বঙ্গবন্ধুর সোনার বাংলা..এগিয়ে যাও  কোটি মানুষের সবুজ বাংলা..নমস্কার সবাইকে..",1
7636, আমার নিকট নাটকটি  এতো ভালো লেগেছে যে আমি  নাটকটি  খন্ড খন্ড করে দেখেছি যাহাতে নাটকটি ঠিকমত উপভোগ করা যায।  ধন্যবাদ নাটককের সকল অভিনেতা ও  এনটিভিকে একটি সুন্দর নাটক উপহার  দেওয়ার জন্য।,1
7637," সকল দুঃক্ষ কস্ট গুল জয় করে জিবনে ঘুরে দারান,।।জীবনের প্রয়োজনে ভালবাসাতাই জীবনকে আগে ভালবাসুন।।আর সত্ত ভালবাসা কখনোই মুছে জায়না,,,,,,,,,",1
7638, নাটক টি অনেক সুন্দর দেখতে খুব ভালো লাগল,1
7639, প্রথম  ভালবাসা গুলো মানুষের জিবনে সারা জীবন বেচে থাকে কেন ???,1
7640, অপূর্বের নাটক এতো অপূর্ব কিভাবে যে হয় । সত্যি নাটকটি অনেক অনেক ভালো লাগছে । বেস্ট অফ লাক অপূর্ব ভাইয়া ।,1
7641, আমার দেখা সব নাটকের মাঝে এটাই বেস্ট,1
7642, আরিয়ান ভাইকে অনেক ধন্যবাদ এমন একটা রোমান্টিক নাটক উপহার দেওয়ার জন্য অপূর্ব ভাইয়ের নামটা যেমন অপূর্ব নাটক গুলো থেমন অপূর্ব সব মিলিয়ে অনেক সুন্দর একটি নাটক,1
7643, সত্যি অসাধারন চোখের জল ধরে রাখতেপারলাম না,1
7644, অনেক ধন্যবাদ এতো সোনদর গান উপহার দেয়ার জন্য ধন্যবাদ মিনার ভাই কে,1
7645, নাটকটি অনেক অনেক সুন্দর লাগল ' দন্যবাদ পরিচালক মাম্মা,1
7646, ভালোবাসা এমনে হয়। অসাধারণ নাটক,1
7647, আজ আবারো দেখলাম অসাধারন,1
7648, আমার দেখা সবচেয়ে সেরা নাটক আমি চখের পানি ধরে রাখতে পারলামনা।,1
7649, সেরা নাটক ছিলো।,1
7650, খুবই সুন্দর নাটক....,1
7651, অসাধারণ.......,1
7652, সত্যি খুব সুন্দর। আর এতোটা সুন্দর যে  আমি  আমার ভাষায় লিখে প্রকাশ করতে পারবোনা।,1
7653, অনেক ভালো লাগলো তবে আরো বেশি ভালো লাগতো যদি অপূর্ব তাঁর প্রথম প্রেমের কথা মেহজাবীনকে জানাত।,1
7654, আমি যতবার নাটক টা দেখেছি ততোবার লাইক দেওয়ার যদি কোন ব্যবস্থা থাকত তাহলে ১০+ লাইক যুক্ত হত।অপূর্ব মানেই দারুন কিছু উপহার!!হৃদয়স্পর্শী এই নাটকটিতে বাস্তবতার পরিনতি স্পষ্টভাবে দেখানো হয়েছে।বাংলাদেশ নাটকের দিক থেকে সেরা।বাংলাদেশের মতো এত সুন্দর নাটক পৃথিবীর অন্য কোন দেশে তৈরী হয়না।আমি সত্যিই গর্ববোধ করি আমাদের বাংলাদেশের নাটক নিয়ে। এছাড়াও অপূর্ব ও মেহজাবিন দুজনেই অভিনয়ে দারুণ পারদর্শী।,1
7655, হুম আশা করতেছি  আরো সুন্দর নাটক পাবো অপেক্ষায় আছি,1
7656, আমি কমে না হলো আট থেকে দশ বার দেখেছি অসাধারণ অভিনয়,1
7657, নাটক.টা.খুব.ভালো.লাগলো.,1
7658, অনেক ভালো লাগলো নাটক টা,1
7659, আমি তো দেকেছি এটা চার বার জত দেখি ততো ভাল লাগে,1
7660, অসাধারন একটা নাটক লুকেসন খুব সুন্দর। আরিয়ান ভাই সত্যিই মেধাবী পরিচালক।,1
7661," খুব সুন্দর একটি নাটক।।।ধন্যবাদ প্রিয় অভিনেতা অপূর্বকে।।ধন্যবাদ মেহ্জাবিন আপুকে,ধন্যবাদ মিথিলা আপুকে।।।Speacially ধন্যবাদ দিচ্ছি মিজানুর রহমান আরিয়ান ভাইকে।।এত সুন্দর একটি নাটক উপহার দেয়ার জন্য।।।",1
7662, দারুন লাগলো নাটকটা,1
7663, {.. কুব কুব কুব বালয়ই লেগেছে আমার দোনো  পড়বয়  আরো আশা করী অনেক সুনদর নাটক উপবুগ করতে পাড়ি,1
7664," নাটকটা ষনেক বার দেখেছি, খবই ভাল লেগেছে,",1
7665," অসাধারন ,অনেক ভালো লাগলো",1
7666, নাটকের মধ্যে অপুর্ব যে গান দুটো গায় সেই গান দুটোর  নাম টা কি কেউ বলবেন আমাকে...অনেক ভাল লাগছে গান দুইটা।so plzzz...keu jene thakle amay janaben plz,1
7667, অসাধারণ,1
7668, সত্যি আমি মুগ্ধ,1
7669," ভারতের, পশ্চিমবঙ্গ, কলকাতা থেকে বলছি , খুব সুন্দর একটি নাটক দেখলাম , এর আগেও ""বেস্ট ফ্রেন্ড"" দেখে মুগ্ধ হয়েছিলাম,  এই দুটি নাটকি আমার জীবনের কিছু মুহুর্ত আর স্মৃতি গুলোকে চোঁখের সামনে তুলে দিয়ে গেলো,, চোখের জল ধরে রাখতে পারলাম না, বাংলাদেশ অনেক ভালো কাজ করছে ,, আর অনেক প্রতিভার জন্ম দিয়েছে , অনেক ভালোবাসা জানাই বাংলাদেশকে, আরো নাটক এর অপেক্ষায় থাকবো। ধন্যবাদ এই সকল নাটোকের জন্য।",1
7670, আমার দেখা সবচেয়ে সেরা নাটক।,1
7671," নাটকটি অসাধারণ,,",1
7672, অসাধারণ নাটক খুব সুন্দর,1
7673, কিছু বলবনা.  শুধু বলব অনেক সুন্দর নাটক...?,1
7674, অপূর্ব অভিনীত একটি সেরা নাটক,1
7675, অসাধারণ এক বাংলা নাটক। ভাল লাগল।,1
7676, অসাধারাণ,1
7677, অপুর্ব মানেই অপুর্ব,1
7678, আমি পশ্চিমবঙ্গ থেকে বলছি শুধু যে এই নাটক টি আমার ভালো লেগেছে তা নয় আমার অনেক নাটকই ভালো লাগে বিশেষ করে Apurbo র অভিনিত নাটক।আশা করি আরো সুন্দর সুন্দর নাটক দেখতে পাব।আমরা যে এত সুন্দর সুন্দর নাটক দেখতে পাচ্ছি তার জন্য অসংখ্য ধন্যবাদ বাংলাদেশ এবং বাংলাদেশের সকল মানুষ কে।।।।,1
7679, আমার দেখা সেরা নাটক খুবই ভালো লেগেছে দুই পাটয়,1
7680," Apurba ভাইয়ের সুন্দর একটি নাটক,অপূর্ব ভাইয়ের প্রত্তেকটা নাটক সুন্দর,,,",1
7681, আমার দেখা অনেকগুলো নাটকের মধ্যে ব্যাচ  একটি এখ ন অপূর্বর নাটক দেখলেই মনে পড়ে এই নাটকটির কথা,1
7682," এইবার নিয়া ৫বার হলো,,,ভালবাসি বস,,,(অপূর্ব ভাইয়া)",1
7683, সত্যি নাটকটা এত ভাল হয়েছে যে কমেন্ট না করে পারলাম না। ধন্যবাদ নাটকটির পিছনের মানুষজন দের।,1
7684," অসাধারন একটা নাটক,,,,,,",1
7685," অসাধারণ একটি টেলিফিল্ম, খুবি মুগ্ধ হয়েছি দেখে, আর তা ছাড়া অপূর্ব ভাইয়া আর মেহেজাবিন আমার খুব প্রিয় আর্টিস্ট",1
7686, এক কথা নাটক ভালো,1
7687, আমার ছোটে ভাই এ নাটক প্রিয়,1
7688," আমি পশ্চিমবঙ্গ থেকে বলছি,আমি যখনি সময় পাই তখনি এই নাটকটা দেখী কতবার যে দেখেছি জানিনা,আমার জানার খুব আগ্ৰ্য হয়,ব্যাচ টুয়েটী সেভেটি তৃতীয় পাট্,আসবে?",1
7689, বাংলাদেশের নাটক গুলো ও নাটকের গান গুলো খুব সুন্দর।আমি ভারতবর্ষ থেকে বলছি ।,1
7690, আমার নাটক টা দেখে খুব ভাল লাখসে,1
7691, সত্যি  ই অসাধারণ।  আবার ও সেই পুরুনো দিনে কথা মনে পরে গেল নাটক টা দেখার পর,1
7692, মেহজাবিনকে জড়িয়ে ধরে মিঘিলার ছবি দেখার দৃশ্যটা ভালো লাগলো...,1
7693," আহ,,, কি নাটক ,কতটা ভালো লাগলো ঠিক বোঝাতে পারবোনা অপূর্ব এত ভালো অভিনয় করে আর মেহজাবিন চমৎকার কাহীনি সব....",1
7694, অপূর্ব তো অপূর্ব,1
7695," নাটক ২ টি একসাথে দেখলাম। ২০১৮ মে মাসের শেষের দিকে, অনেক পরে। নাটক ২ টি শেষ করার পর শুধু একটাই কথা- এ কি নাটক দেখলাম !!! Just WoW.!",1
7696," কিজে ভালো লাগলো কাউ কে বলেবুঝানো যাবে না, কারন জীবন তো এক টাই,",1
7697, ভালোই সত্যি,1
7698, আমার আরো শতবার দেখতে ইচ্চা করছে অসাধারণ মেহজাবিন আপু এবং সহপাটিরা সবাইকে ধন্যবাদ,1
7699, এত সুন্দর একটা নাটক উপহাড় দেওয়ার জন্য ধন্যবাদ।,1
7700, কিভাবে ভাবাবেগ প্রকাশ করবো বুঝতে পারছি না।সত্যিই অসাধারণ।,1
7701, নাটকটি এক কথায় অসাধারন।     বাস্তবতা এমনই হয়,1
7702, অসাধারন ছিল,1
7703, দারুন নাটক খুব ভালো লাগলো,1
7704, এটাই সত্যি ভালবাসা শুরু আছে শেষ নেই,1
7705, বাংলা নাটক গুলা এত সুন্দর কেন যা বলার বাইরে এমন নাটক ডেলি দুইবার দেখলেও মন ভরে না সুপার,1
7706, সত্যি খুব ভালো জিবনের প্রথম ভালো বাসা কখনো ভুলা যায়না।,1
7707, নাটকটা ওনেক ভালো।,1
7708, যশোরের পুলা আমি বলতাছি খুব সুন্দর হয়েছে,1
7709, আমি অপূর্ব ভাইয়ের অনেক নাটাক দেকেচি তবে কিচু কিচু নাটক অনেক অনেক ভালো  অসাধারণ,1
7710, কি বলবো এক কথায় অসাধারণ,1
7711, আমার দেখা সেরা নাটক ব্যাচ ২৭।,1
7712, সত্যি বলতে কি আমাদের বাংলাদেশে যে পরিমাণ সুন্দর নাটক বানানো হয় তা এশিয়া মহাদেশে অন্য কোথাও দেখা যায়না...,1
7713, আমি ওয়েস্ট বেঙ্গল থেকে বলছি। খুব ভাল লাগল। অসাধারণ একটা নাটকটি I এই রকম আরও অনেক নাটক হবে আসা রাখি। আমার পূর্ব পুরুষ বাংলাদেশের মানুষ। শুনেছি রাজশাহী তে আমাদের বাড়ি ছিল। একবার বাংলাদেশ যাবার ইচ্ছে রইলো।,1
7714, এক কথায় চমত্কার অপূর্ব এর নাটক,1
7715, অনেক অনেক সুন্দর,1
7716, অপুর্বর গান তো খুব সুন্দর,1
7717," অসাধারণ নাটক।আরিয়ান মানেই অসাদারণ।তুলোনা নেই,সেলুট আরিয়ান।",1
7718, কোনো কথা হবে না....Apurbo the BEST..,1
7719, আমার দেখা সেরা নাটক এটা । I love this natok,1
7720, সত‍্যি বলে সবাই ভালোবাসা অশীম হয় ।ছোট্টো শদ্ব হলেও এর মানে কেউ উদ্ধার করতে পারেনী,1
7721, ওনেক সুন্ধর হয়ছে মনটা বরে গেলো,1
7722," speachless,,,,,just wow,,,, এত সুন্দর গল্প,,,, কেদে দিয়েছি।",1
7723, বড় ছেলে বিয়ে করল batch  এ এসে। সব কিছু মিলিয়ে নাটকটা বেশ ভালই হলো।,1
7724, নাটকটা আনেক ভালো লাগলো,1
7725, অনেক সুন্দর অপূর্বর নাটক মেহেরজাবীন ও মিথিলা ধন্যবাদ,1
7726, নাটকটা দেখলে আর কিছু ভাল লাগে না।,1
7727, আমি নাটকটি ৫  বার দেখেছি। আমার দেখা সবচেয়ে সেরা নাটক এটি আশা করি আরো সুদর নাটক পাবো আমি রিপন,1
7728, বাংলাদেশের সব নাটকই অনেক সুন্দর হয়।,1
7729, একটা নাটক এতো ভাল হয় কিভাবে যতোবার এই নাটকটা দেখি ততোবারি দেখতে মন চায়,1
7730, অামি ভারতের পশ্চিমবঙ্গ থেকে।বাংলা দেশের নাটক দেখতে অামার ভীষন ভালোলাগে।অার অপুর নাটক দেখতে অারও বেশি ভাল লাগে।এই নাটকটি অনেক অনেক ভাল লেগেছে অামার।apu is the best.luv u apu.,1
7731," মিজানুর রাহমান ব্রো আপনাকে কি বলবো ভাষা নেই,,,,  সত্যি একদমই ভাষা নেই।চোঁখের পানি না আনিয়ে আপনি ছাড়েন না  ভীষণ ভীষণ ভীষণ সুন্দর একটি উপহার ছিল এইটা  আরো চাই এমন।  আরো অনেক অনেক বেশি।",1
7732, অসাধারণ নাটক i love it,1
7733," খুব সুন্দর নাটক টা আমার খুবই ভাল লাগছে নাটকা দেখে, ভালবাসা কেমন হতে পারে আর কি ভাকে ভালবাসতে হয়, এই নাটক টায় তার প্রমান পাওয়া যায় আমার মনে হয়, পরিচালক, সে বিষয় নিয়ে নাটক টা করছেন, তার নাটকটা স্বাথক হয়েছে। যে এই নাটকটা দেখবে সে না কেদে পারবে না আমি ও কেদে ফেলছি,  বিশেষ করে অপূর্ব ভাইয়ার নাটক গুলো খুব সুন্দর লাগে আমার কাছে, কিন্তুু এই নাটকটায় ,ভালোবসার প্রমান মিলেছে যে কিভাবে ভালবাসতে হয় আর ভালবাসার মানে কি?  তা এ নাটকে দেখানো হয়েছে,  i love u apurbo vaiya....",1
7734, অনেক সুন্দর নাটক,1
7735, সত্যিই নাটক টা খুব ভালো,1
7736, অনেক  ভালো হয়েছে,1
7737, খুব সুন্দর।,1
7738, নাটকটা সুন্দর কিন্তু একসাথে দুই নৌকায় পা দিয়ে না চলায় ভাল।,1
7739," শুরুতে ধন্যবাদ মিজান ভাই কে,  এত সুন্দর একটি নাটক উপহার দেওয়ার জন্য, অপুর্ব ভাই অতুলনীয় যেটা বলব না।  আর একটা মন্তব্য জানাই ওইসব আবালদের যারা এমন একটা নাটক কে unlike করছে, সত্যি নাটকের মধ্যে ভালবাসার রুপ কি তা যানতে পারলাম,  অবশেষ এ ভালোবাসা বিসর্জন দিল",1
7740," এই নাটক দেখে, বাংলা সিনেমার পরিচালকদের অনেক কিছু শেখার আছে,,যে,৭/৮জন মানুষ দিয়ে কত ভালো নাটক বানায়,,,,,",1
7741, Nice.গান গুলো অনেক সুন্দর।,1
7742, নাটক টা অনেক ভালো,1
7743," স্যলুট আরিয়ান স্যার কে এতো সুন্দর একটি টেলিফিল্ম ::::::,কি কমেন্ট করবো ভাষা হারিয়ে ফেলেছি,অভিনয় থেকে সুরুকরে,সবাই কে অনেক অনেক ধন্যবাদ,,",1
7744, অনেক সুন্দর  একটা নাটক,1
7745, নিজের ভালো টাই বাঁচে,1
7746, বেরি ফাইন নাটক,1
7747," দুর্দান্ত চিত্রনাট্য,  চমৎকার অভিনয়..... ভারতে ভালো সিনেমা হয়, কিন্তু এত জীবন্ত নাটক হয়না,,, বড় ছেলে দেখার পর এই প্রথম আবার খুব ভাল লাগল এই ফিল্ম টার দুটো সিকোয়েল....   Good Work Bangladesh Telefilm industry",1
7748, অনেক সুন্দর একটা নাটক অসাদারন,1
7749, অসাধারণ নাটক,1
7750, খুব সুন্দর,1
7751," I can't believe it, বাংলাদেশে এতো সুন্দর সুন্দর natok,Apurbo mithila Aparna সকলেই  খুব ভালো acting করে (বাংলাদেশ you are best)i am Indian.",1
7752, অসাধারণ মনে ছুয়ে গেলো.............,1
7753, বড় ছেলের আর এই নাটক টি দেখে মনে মনে অনেক কান্না  অনুভব পাইচে.....যানিনা আপনাদের কেমন লাগলোtobe jai hok natok gula really onek onek valo hoyce,1
7754, অনেক অনেক সুন্দর দেখার মত নাটক...........?,1
7755, বেতালা ভালা লাগের,1
7756, সত্যি অসাধারন,1
7757, অনেক সুন্দর একটা নাটক।আ্যান্ড নাটকের জাইগা  গুলো খুব সুন্দর লাগছে,1
7758, নাটকটা অনেক ভালো লাগলো,1
7759," কমেন্ট & লাইক দেখেই বুজতে পারছি, নাটক টা ভালো হবে।",1
7760, অসাধারন একটা নাটক। খুব ভাল লাগে অপূর্ব এর নাটক গুলো। অপূর্ব এর সব নাটক গুলোই দারুন রোমান্টিক।,1
7761, সত্যিকার এর ভালবাসা গুলো যে শেষ হয় না তা এই নাটকের শেষ অংশে সুন্দর ভাবে তা প্রমাণ করল,1
7762, অসাধারণ একটি নাটক,1
7763," আমাদের এই বাংলাদেশেরসবগুলো নাটক-ই আমার কাছে দারুন লাগে, আর এই নাটকটাও আমার খুব খুব ভালো লেগেছে,,,   This is the best,,I  u Apurbo vaiya and       Mehjabin apu,,,        U SO MUCH",1
7764, অপূর্বর সাথে মেহজাবিনকে অনেক সুন্দর মানাইছে।,1
7765," খুব খুব খুব ভাল লাগলো,,, ভায়েরা এই সুন্দর Dizor ta কথায় জানাবেন plz,,,",1
7766, অনেক বেশি ভালো কিনা এখনও বলতে পারতেছি না!!,1
7767, অসাধারণ একটি নাটক।,1
7768, আমি শিলিগুড়ি থেকে বলছি আমি অপূর্ব ভাই এর বিশাল বণধূ,1
7769, নাটকটি এত সুন্দর আর সবার অভিনয় অনেক ন্যাচারাল,1
7770, গাজিপোরের মেয়েরা কি সুন্দর হয় না,1
7771, অনেক অনেক সুন্দর একটা নাটক দেখলাম। নাটকের নাম দেখে বুঝতে পারিনি যে নাটকটি এত সুন্দর হবে? যখন লাইক কমেন্ট দেখলাম তখন বুঝতে পারলাম সুন্দর হবে।,1
7772, বাংলাদেশের নাটক মানে সব চাইতের সেরা নাটক অনেক সন্দুর বেসভাল,1
7773, খুব খুব বে সি বে সি ভাল নাটক,1
7774, আমার দেখা অসাধারন নাটক।,1
7775, খুব  সুন্দর। একটা।  নাটক।,1
7776, ভালো লাগলো।,1
7777, অপূর্ব এর সাথে মেহেজাবিন কে দারুন মানায়। খুব ভাল লাগে এই জুটিকে। অপূর্ব আর মেহেজাবিন সব নাটক গুলোই দারুন রোমান্টিক হয় খুব ভাল লাগে অপূর্ব আর মেহেজাবিন এর নাটক গুলো।,1
7778, বর ছৈলৈ দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,1
7779, অনেক সুন্দর নাটক।,1
7780," অসাধারন নাটক,, এমন টা হয়েছিলো আমার সাথে",1
7781, ek kothay অসাধারণ,1
7782, শুধু বলবো  ভাল হয়েছে,1
7783, পরিচালক কে ধন্যবাদ দেওয়ার ভাষা হারিয়ে ফেলছি: Mizanur Rahman Aryan is one of the best Directed.,1
7784, বাংলাদেশের নাটক গুলো খুব সুন্দর ও বাস্তববাদি,1
7785, অসাধারান নাটক অামারঅনেক ভালোলাগলো,1
7786," আমি লেবানন থেকে বলছি,এই নাটক টা দেখে আমার ভালোবাসার মানুষ উপমার কথা খুব মনে পড়েছে।উপমাএকটা কথা সত্যিসবার মা বাবা তার সন্তানের ভালো চেয়ে থাকে।কারন মা বাবা সন্তানের মজ্ঞল চায় সব সময়।তোমার মা বাবাও তোমার ভালো চেয়েছে।আমরা দুইজনেই আপ্রাণ চেষ্টা করেছি   দুইজনের দিক থেকে আমাদের ৮ বছরের সম্পর্ক কে বিবাহ বন্ধনে আবদ্ধ করার জন্য,কিন্তুযোগফল শুন্য।তবে মনে রেখো আমি তোমাকে অতীতের মতো আমি আজও তোমাকে ভালোবাসি ও সারাজীবন তোমাকেই ভালোবাসবো এবং সারাজীবন তোমার ভালোবাসা পাওয়ার অপেক্ষায় থাকবো।কারনতুমি আমার প্রথম ভালোবাসা তুমিই শেষ ভালোবাসা।উপমাআমি সব সময় তোমার মজ্ঞল চাই আর চাইবো।শুধুই তুমি সুখে থাকো।                      (Sbr Mohon Babu-Lebanon)",1
7787, অপূর্ব সে তো অসাধারণ অভিনেতা।উনার অভিনয় আমার খুব ভালো লাগে।উনার সব নাটক টেলিফিল্ম আমি দেখি।আরিয়ান ভাই তো অসাধারণ পরিচালক।,1
7788, অসাধারন।নাটকে যেই রিসোর্ট টায় ঘুরতে গিয়েছে সেটা কোথায়?কেউ জানলে বলবেন প্লিজ!!!!,1
7789, শেষ হয়েও হইল না শেষ....পুরোটাই অসাধারণ লাগলো।,1
7790, আমার কাছে অনেক সুন্দর লাকচে।কিন্তু বাবা ছিল অনেক বেসি সারর্থপর।,1
7791, ভালবাসার আরেক নাম অপূর্ব...রোমাঞ্চের আরেক নাম অপূর্ব...অনুভুতির আরেক নাম অপূর্ব...,1
7792, অসাধারন নাটক টা.............।,1
7793, খুব ভালো লাগসে,1
7794," মেহের জেবিন আপু,,তুমি এত সুন্দর কেন..,তোমাকে,,অনেক.,ভালো লাগে,,তোমার সব নাটক,,অনেক,,ভালোলাগে,,,,,,,,,,,,,,,তোমাকে,,অনেক,,সামনে থেকে,,দেখতে মন চায়,,",1
7795, অসাধারন........,1
7796," সত্যিই অপূর্ব, মেহেজাবিন তোমরা সত্যিই অসাধারণ। সত্যি ছোট্ট একপ্টা ধন্যবাদ দিয়ে তোমাদেরকে ছোট করবোনা। হ্রদয়ের গহীনে রেখে দিয়েছি আরর আজীবন থাকবে",1
7797, মিজানুর রহমান আরিয়ান ভাই (পরিচালক) আপনি সত্যি অসাধারন নাটক পরিচালনা করেন ..... আপনার প্রত্যেকটা নাটক দেখেছি..... love you ভাই এতো সুন্দর সুন্দর নাটক পরিচালনা করার জন্য....,1
7798, অপূর্ব তুমি মুভি কর না কেন,1
7799," প্রিতিটি বাবা মা চায় তার ছেলে মে ভাল থাকুক,কিন্তু তারা চায় না তাদের সুক টা কথায়,,সুদু তারা অর্থটাই দেখে ভালবাসা টা খুজেনা।।।।",1
7800, নিজের সুখ বিসর্জন দিয়ে ভালোবাসার মানুষকে সুখী রাখার নামই ভালোবাসা। আমার কাছে মনে হয় ইন্ডিয়ার মুভি গুলো বাংলাদেশের নাটক গুলোর সাথে কোন তুলোনা হয় না। এই নাটকটি একটি সিনেমার থেকে কোন অংশে কম নয়। অসাধারন হয়েছে নাটকটি।,1
7801," অাসাধারণ,  অামার দেখা সেরা নাটক গুলোর মাঝে এটাও একটা.......",1
7802," কলকাতা থেকে বলছি,,অসাধারণ একটি নাটক এর প্রথম এবং দ্বিতীয় দুটি ভাগই।।। আমাদের দেশের কোনো সিরিয়ালের পক্ষেই এতো টা হৃদয় ছোঁয়ানো গল্প উপস্থাপন করা সম্ভব নয়।। আপনাদের প্রায় প্রত্যেকটি শর্ট  ফিল্মই  দেখি আমি।। সত্যিই অসাধারণ উপস্থাপনা।।।",1
7803, মানুষ চাইলে সব পারে।কারন আমরা indian ছবি আর নাটক দেখি। যদি আমরা চাই তাহলে খুব সহজে অনেক ভাল story দিয়ে ভাল ভাল ছবি এবং নাটক বানাতে পারি। যা সব দেশ কে হার মানাবে।,1
7804," একজন কে  ভুলার জজন্য আমি অনেক গুলা রিলেসন করছি,, ব্যাপারটা এমন,, ছাইলে ও হয় না,, সব মানুষকি এমন,, একন আর কোন প্রেম করি না...করবো না...যাকে বিয়ে করবো,, তাকে অনেক অনেক ভালোবাসবো,,*আই লাভ ইউ মাই  ডিয়ার হবু বউবিয়ে ইজ রিয়েল আর বাকি সব পক পক""""""""""""",1
7805," একজন কে  ভুলার জজন্য আমি অনেক গুলা রিলেসন করছি,, ব্যাপারটা এমন,, ছাইলে ও হয় না,, সব মানুষকি এমন,, একন আর কোন প্রেম করি না...করবো না...যাকে বিয়ে করবো,, তাকে অনেক অনেক ভালোবাসবো,,*আই লাভ ইউ মাই  ডিয়ার হবু বউবিয়ে ইজ রিয়েল আর বাকি সব পক পক""""""""""""",1
7806," একজন কে  ভুলার জজন্য আমি অনেক গুলা রিলেসন করছি,, ব্যাপারটা এমন,, ছাইলে ও হয় না,, সব মানুষকি এমন,, একন আর কোন প্রেম করি না...করবো না...যাকে বিয়ে করবো,, তাকে অনেক অনেক ভালোবাসবো,,*আই লাভ ইউ মাই  ডিয়ার হবু বউবিয়ে ইজ রিয়েল আর বাকি সব পক পক""""""""""""",1
7807, আমার দেখা সেরা নাটক,1
7808, খুব সুন্দর নাটক,1
7809, অসাধারণ হয়েছে নাটক টা,1
7810," আমার ভাষা হারিয়ে ফেলছি  নাটক সম্পর্কে কী আর বলব।এককথায় অসাধরণ নাটক দুইটি।আশা করি যেন আরিয়ান ভাই যেন এই নাটকের তূতীয় প্রেজ নির্মাণ করেন।২০১৭,৬ সেপ্টেম্বর।",1
7811, খুব ভালো লাগলো,1
7812," যাস্ট ওয়াও।  এমন নাটক আরো বেশি বেশি দেখতে চাই।।  কারণ জীবন তো একটাই,,,,,,,",1
7813, অনেক সুন্দর নাটক ,1
