Data,Sentiment
আপনাদের দরকার সাদেক আলী ১৯৯৬ আর এম . এ . আজীজ ২০০৬ মার্কা র্নিবাচন কমিশনার । যারা পরবর্তীকালে আপনার দলের মনোনয়ন চে্যেছিল । ,1
"নির্বাচনভিত্তিক হাসাইলেন ! যারা এত গণতন্ত্র গণতন্ত্র করে গলাবাজি করছেন , তারা কি গণতন্ত্র মানেন কোন দলের দলীয় প্রধান কি নির্বাচিত কই পাইলেন এই নির্বাচন ভিত্তিক যোগ্যতা ",0
"দেখা যাক কি হয় , নির্বাচন হবে বলে তো আমার মনে হয় না ",0
"বিজন দা , চোখ খুলুন । সত্য কে সত্য বলতে শিখুন । আপনি কি ৫ সিটির নির্বাচনে জনগণ যে আওয়ামীলীগের কর্ম কান্ডের জন্য মুখে চুন কালী দিল তা দেখেন নাই ? ",1
নির্দলীয় নিরপেক্ষ তত্ত্বাবধায়ক সরকারের অধীনে আওয়ামীলীগের এত ভয় কেন ? ,0
"বিজন ভাই , এখনও বুঝতে পারছেন না ? আপনার দলও আরেকটি ১৫ ফ্রেব্রুয়ারি নির্বাচন করতে যাচ্ছে । তত্বা‌বধায়ক সরকারের অধিনে নির্বা‌চন মানে নির্ঘা‌ত আওয়ামী - লিগের ভরাডুবি । ",0
বিএনপি না গেলে জাতীয় পার্টিও নির্বাচনে যাবে না । আওমীলীগকে ফাকা মাঠে গোল দিতে দিবনা ? নির্বাচন পতিহত করতে হবে ,0
"যারা এত গণতন্ত্র গণতন্ত্র করে গলাবাজি করছেন , তারা কি গণতন্ত্র মানেন ? কোন দলের দলীয় প্রধান কি নির্বাচিত ? কই পাইলেন এই নির্বাচন ভিত্তিক যোগ্যতা ? ",0
দেখা যাক কি হয় শেষ পর্যন্ত ! তবে উপদেশ থাকবে আপনরার়া দলীয় সরকারের অধীনে নির্বাচনে না যান । কারণ দলীয় সরকারের অধীনে ব্যাপক ইলেকশন ইঞ্জেনিয়ারিংয়ের সম্ভাবনা আছে ! ,0
নির্দলীয় নিরপেক্ষ তত্ত্বাবধায়ক সরকারের অধীনে আওয়ামীলীগের এত ভয় কেন ? ,0
"আমার তো একটাই ভয় , কোন প্রকারে যদি বি এন পি ক্ষমতায় যেতে পারে , তাহলে ওনারা ও যে তত্ত্বাবতায়ক সরকার পুনর্বহাল করবে তার কোন গ্যারান্টি আছে ? সব দলের - ই একটাই প্রার্থনা গদি চাই গদি । দেশের জনগনের কথা কেউ ভাবেনা । ",0
সাধারন জনগণের অধিকার নির্দলীয় নিরপেক্ষ তত্ত্বাবধায়ক সরকার । এ অধিকার হরণ করা গণতান্ত্রিক সরকারের পরিচয় বহন করে না । ,0
"বিজন দা , আপনি কি ৫ সিটির নির্বাচনে জনগণ যে আওয়ামীলীগের কর্ম কান্ডের জন্য মুখে চুন কালী দিল তা দেখেন নাই ? ",0
চলতি বছরের জুনে এর নির্মাণকাজ শেষ হওয়ার কথা । আসলেই কি শেষ হবে ? খোলাসা করে কিছু বলছেন না । অবস্থা দেখে মনে হচ্ছে আগামি বছরের জুন মাসে শেষ হবে কিনা সন্দেহ আছে । ,0
"কাজ শেষের আশা মনে হয় দুরাশাই , - এখন দেখা যাবে ধাপে ধাপে বাজেট বাড়বে , কাজের মেয়াদ বাড়বে , আর সেই সাথে ফাও হিসাবে সাধারন মানুষের ভোগান্তি তো বাড়বেই । ",0
দেশে উন্নয়নের অভাবে ব্যবসায়ীদের এই করুণ অবস্থা দেখে খুবই কষ্ট লাগছে । ,0
আইন মানুষের জন্য আর সেটা মানুষেরই তৈরি । ,1
নতুন করে দেশের আইন - কানুন শিখতে হবে দেখছি ! ,0
"যতদুর মনে পড়ে জঙ্গীবাদের শুরু রমনা বটমুলে হামলা এবং ভয়ানক পরিণতি হলি আর্টিজান কিন্তু খালেদার আমলে হয় নাই , তাছাড়া জেএমবির শায়খ জানি সম্পর্কে কার দুলা ভাই ? ",0
"ক্ষমতাসীনগন আজ যা শিখাবে , আগামীকাল তা - ই ফেরত পাবে । ",1
রাজনীতিবিদদের জনগন ভোট দিয়ে তাদের সমৃতিতে রাখে আর ভোট না দিয়ে তাদের সমৃতি থেকে মুছে ফেলে ,0
দেশে মনে হয় আর কেউ কোন অপরাধ করে নাই ,0
খালেদা জিয়া ও তার দল এদেশের রাজনীতিকে বিষাক্ত করে ছেড়েছে - - মুক্তিযুদ্ধ নিয়ে মিথ্যাচার ও জামাতিদের প্রশ্রয় আশ্রয় দিয়ে ধর্মীয় লেবাসে দেশকে ধ্বংসের মুখে নিয়েছে বার বার । এসবের ক্রমান্বয়ে বিচার শুরু হলে খালেদা জিয়ার শাস্তি ভোগ করতে কয়েকবার জন্মাতে হবে । ,0
"এই কথা বলার জন্য গ্রেফতারি পরোয়ানা জারি হতে পারে , ভাবতেও কষ্ট হয় । ",0
কোন দেশে বসবাস করছি আমরা । ,0
উনি উচিত কথাই বলেছেন ,1
বর্তমান সময়ে দেশটাতে যে বিষাক্ত সময় অতিবাহিত হচ্ছে তার জন্যও নিশ্চয়ই খালেদা জিয়া দায়ী ? এখন ভয়ে মানুষ মুখ খুলছে না তবে যেদিন খুলবে সেদিন ইতিহাস অন্যভাবে লিখা হবে ,0
খালেদা জিয়ার কে আর কত কষ্ট দিবেন ,0
এইদিন দিন নয় আরো দিন আছে । ,0
জেলে থাকার পরও গ্রেপ্তারি পরোয়ানা জারি ,0
সাড়ে ১০ কোটি ভোটারকে বোকা বানিয়ে বানিয়ে মিথ্যা বলাই কি যোগ্যতা ! ? ,0
খালেদা জিয়ার কি যোগ্যতা আছে একটা দেশের প্রধান মন্ত্রী হবার ? ,0
আওয়ামীলীগ ভাবছে এই ভাবে একের পর এক মামলা দিয়ে বেগম খালেদা জিয়াকে আটকে রাখলেই তাকে জনগণের স্মৃতি থেকে মুছে ফেলা যাবে ! কখনোই না । ,1
জঙ্গি – সন্ত্রাসীদের ঠাঁই নাই । ,1
জঙ্গিদের কারাদণ্ড দিলে তারা কারাগারে গিয়ে অন্য কয়েদিদের মধ্যে জঙ্গিবাদ বিস্তার করে । এদের জন্য পৃথক কারাগার তৈরি করা দরকার । ,1
কি সমস্যা রে ভাই এইরকম একজন মানুষ এনাদের ও কি টাকার অভাব হওয়ার তো কথা না অন্তত নিজের এবং পরিবারের ভালমত খেয়ে পরে সম্মান নিয়ে বেঁচে থাকার টাকা তো এনাদের আছেই তারপরও এইসব ক্যানও ,0
বাচলে চাইলে তাড়াতাড়ি আওয়ামী লীগে যোদ দিন ভাই ,0
"খুবই দুঃখ পেলাম । আমারা যারা ৮০ দশকের শেষের দিকে এবং ৯০ এর দশকের শুরুতে বড় হয়েছি তাদের চোখে কায়সার হামিদ , সাব্বির , মোনেম মুন্না , কানন , আলফাজ , আসলাম , মহসীন প্রমুখ স্বপ্নের মানুষ ছিলেন । খেলার ২ / ৩ ঘন্টা আগেই স্টডিয়ামে চলে যেতাম শুধু মাত্র খেলোয়াড়দের বাস থেকে নামা দেখতে । একবার মোহামেডান কোন একটা বিদেশি দলের সাথে খেলছিলো । খেলায় আঘাত পেয়ে কায়সার হামিদের মাথা ফেটে যায় । উনি খেলা থামান নি , সেই অবস্থাতেই মাথায় ব্যান্ডেজ বেঁধে খেলছিলেন । মোহামেডানের সাদা জার্সি তার রক্তে লাল হয়ে গিয়েছিলো । ভাই , আপনারা জানেন না আপনাদের আমরা কোন সম্মানের আসনে তুলে রেখেছি । আপনাদের এমন অধঃপতন সত্যি আমাদের কষ্ট দেয় । ",0
বিএনপি করাটাই তার জন্য কাল হয়েছে । ,0
গলা কাঁটা এই ধাপ্পাবাজি ব্যাবসা এখনই শক্ত হাতে বন্ধ করা উচিৎ ,0
কায়সার হামিদ অবশ্যই শাস্তিযোগ্য অপরাধ করেছেন । কিন্তু তার চেয়েও অনেক বড় অপরাধ করে অনেকেই পুলিশের চোখের সামনে ঘুরে বেড়াচ্ছে কিন্তু পুলিশ তাদের প্রতি চোখ বন্ধ করে রাখে । ,0
"দুঃখজনক , কায়সার হামিদের মত একজন কিংবদন্তি খেলোয়াড় এ ধরনের ব‍্যবসায় জড়িত । ",0
তদন্ত আর তদন্ত । । শুধু শুরুই হয় শেষ হয় না । । একেই বলে বিশ্ব মানবাধিকার উৎকৃষ্ট উদাহরণ । । বাংলাদেশ চিরজীবী হউক । । জয় বাংলা । । । ,0
সবাই ও সারা বিশ্ব এসব করতে থাকুক বছরের পর বছর ধরে । মায়ানমারের ও দায় পড়েনি যে তারা উপযুক্ত পরিবেশ তৈরি করে এত আয়োজন করে যাদের বিতাড়ন করেছে তাদের ফিরিয়ে নিয়ে যাবে । শেষ অবধি এই বোঝা সীমিত সম্পদশালী কিন্তু বিশাল হৃদয়ের আমার দেশের মানুষেরাই টেনে যেতে থাকবে । ,0
"যাক , টাকা এখানে ' কথা ' বলতে পারলো না । ৬ লাখ টাকা কি তার ছেলে ফেরত নিবে ? ছাত্র কল্যান ফান্ড কি টাকাটা নিতে চাইবে ? মনে হয় না । ",0
"যে নেত্রী একটা কালজয়ী জাতীয় স্থাপনা পদ্মাসেতু নিয়ে এত ' জোড়াতালি ' অবজ্ঞাসূচক মন্তব্য করতে পারে সেই নেত্রীর কি অধিকার আছে এদেশ নিয়ে রাজনীতি করার ? এদের কাছে জাতি দুর্নীতি , সন্ত্রাস , নোংরামি ছাড়া অতিতেও ভাল কিছু পায়নি , ভবিষ্যতেও পাবেনা । ",0
আওয়ামী লীগ দলভাঙার রাজনীতি করে নাবি এন পি জোড়াতালির দল এমনিতে দল ভেঙে যাবে কারণ যারা তারেকের হাওয়াভবন পছন্দ করে না এবং খালেদা জিয়ার বিলাসবহুল ￰জীবনযাপন পছন্দ করে না তারা হয়তো চলে যেতে পারে ,0
যারা জনগণের প্রতি দায়বদ্ধ তাদের দায়িত্ববোধ অনেক বেশি ,1
বিএনপি কে নেতৃত্ব শুন্য করার চেষ্টা সফল হবেনা । কারন জিয়াউর রহমানের পর খালেদা জিয়া রাজনীতিতে অবিজ্ঞতা না থাকার পরও নেতৃত্ব দিয়ে দলকে ক্ষমতায় এনেছে কয়েকবার । এখন বিএনপিতে ২য় ৩য় এমনকি ৪র্থ নেতৃত্বও তৈরি হয়েছে । সুতরাং এখন যারা বিএনপি ছেড়ে যাবে তারা মান্নান ভূঁইয়ার মত করে বিদায় নিবে অথবা নাজমুল হুদার মত রাজনৈতিক উদ্বাস্তু হয়ে নানা দলে গুরে বেড়াবে । ,0
অতীতের মত সুযোগসন্ধানী বিএনপির কিছু নেতা এই সুযোগে সরকারের পক্ষে কাজ করে ফায়দা নেওয়ার সম্ভাবনা আছে ,0
মওদুদ আহমেদকে একটু লোভ দেখালেই সে খালেদা জিয়াকে বাদ দিয়ে নতুন বিএনপি গঠন করবে । ইতিহাস তাই বলে । ,0
জিয়ার বিএনপির আদর্শে অনুপ্রাণিত হয়ে যারা দল করছে তারা দল ত্যাগ করবে কেন ? হাঁ প্রতিটি দলেই অনেক লোক আছে সুযোগসন্ধানী । লুটপাটের সুযোগের জন্য ওৎপেতে । যদি দল ক্ষমতায় যায় । এরা সেই সুযোগের সম্ভাবনা না দেখলে দলত্যাগী হবে । ,0
রাতের মিটিং বাদ দিন দিনের কাজ ভাল হয় . দিনে কি করেন জান্তে ইচ্ছে করে ? ,0
খালেদা ৮২ বার তারিখ না পিছলে তো এ মামলার রায় আরো ৫ বছর আগেই হয়ে যাবার কথা ছিল । আর এ মামলাতে খালেদার জেল হবে এমন কথা তো বি এন পি নেতারাই বক্তৃতা বিবৃতি হুমকি ধামকি দিচ্ছে । বরং সরকারের মন্ত্রীরাই তো সংযম দেখাচ্ছে । আর এতিমের টাকা মেরে দিলে তার জন্য শাস্তি হবে না এমন মামা বাড়ির আবদার বি এন পি করে বসলে হবে কেমনে । এ পরিবার এর বাইরেও হাজার হাজার কোটি টাকা লুটপাট করেছে । ধরা তো পড়তেই হবে কোথাও না কোথাও । ,0
এতই বেড়েছে যে একটু সংলাপের জন্য সারাদিন কান্নাকাটি করে মাথা ঠুকতে হয় ,0
"বিএনপির উচিত উল্টো আওয়ামীলীগকে চাপে ফেলার জন্য কৌশল নির্ধারণ করা । সেজন্য খালেদা জিয়ার অবর্তমানে কে দলকে নিয়ন্ত্রণ করবে সেটা নির্ধারণ করা । সরকারের রক্তচক্ষু উপেক্ষা করে লোভের বাইরে থাকবে এমন একজন নেতা যিনি একাধারে মেধাবী সংগঠক , দূর্ণীতি মুক্ত । সাবেক মন্ত্রী , বিএনপির ১নং ভাইস চেয়ারম্যান বিচারপতি টি . এইচ . খানকে দায়িত্ব দেওয়া হোক । ",1
"ডমেস্টিক হউক ইন্টারন্যাশানাল হউক সকল বিমানযাত্রীদের পরিচয় পত্র সহ নাম থাকার কথা । বিজি - ১৪৭ ফ্লাইটের ১৩৪ যাত্রী ও ১৪ ক্রু , এদের একজন যাত্রী / ছিনতাইকারি মারা গেছে । বাকি যাত্রীরা আজ রাতে গন্তব্য দুবাই যাচ্ছে । এরপরও ছিনতাইকারির নাম অজ্ঞাত হয় কিভাবে ? ",0
ছিনতাইকারীর পরিচয় জানা দরকার ,1
এটা কোনো কথা ! তাঁর পরিচয় জানা যায়নি ! ,0
"সাইন্স ল্যাবরেটরি এর পাশের সড়ক ডিপ তও একজন অনেক যত্ন সাজিয়ে ছিলেন . পরে কি হইলো ? যুব বিশ্বকাপ এর জন্য ঢাকা কে সুন্দর করে সাজানো হয়েছিল , অনেক ভাস্কর্য তৈরি করা হয়েছিল , কোই সেগুলা ? বাংলাদেশ এ কিসুই আসলে বদল হয় না যদি মানুষ দুর্নীতি , চুরি আর জনগণ এর সেবক দেড় বদল করতে পারতো , তাহলে দেশ তাই আসলেই বদলে যেত ",1
পাশাপাশি রাতে সিকিউরিটির ব্যবস্থা করতে হবে । না হলে আদৌ কোন ফল হবে না । কারণ ফাকা পার্কে রাতে অসামাজিক কার্যকলাপ চললে কেউ এই পথ মাড়াবে না । বিগত দিনে যেটা হতো । তবে পথচারীদের অনেক সুবিধা হবে । ,1
"খুব ভাল উদ্যোগ , জেনে ভাল লাগছে । ",1
আসল সমস্যা হলো বেকারত্ব ,0
আমার মনে হয় ২১ আগস্ট হত্যা মামলার ভিন্ন দিকে প্রবাহিত করার অপরাধে তাঁর নামেও মামলা হওয়া উচিত ছিল । ,1
তৎকালীন সরকারের সততা ছিল বলেই ঐ ঘটনায় তখন বিচার বিভাগীয় তদন্ত কমিটি গঠন করা হয়েছিল । ,1
তাহাদের মতের বাইরে গেলেই হাজি সাহেব খারাপ ,0
বিচারপতি মানিকের বিরুদ্ধে সুস্পষ্ট অালামত বা প্রমানদি থাকা সত্বেও দুদুক বা সরকারের অন্য কোন সংস্থা তদন্ত শুরু করে নাই । কারন সে সরকারেরে দালাল বলে ! মানিক এবং খায়রুল মিলে বিচার বিভাগকে পথে নামিয়েছে । এদের বিচার একদিন হবে ইনশাল্লাহ । ,0
"ব্যাঙ্ক , শেয়ার বাজার , স্বর্ণ - পাথর লুট কারীদের দুদক চোখে দেখেনা , দেখে বিচারকদের ",0
এগুলো হলো বিনোদন মার্কা নিউজ ,0
স্বাস্থ্য মন্ত্রীর ছেলের অর্থের অনুসন্ধান কি করবে দুদ ? ,0
বাদ যাবে না কেউই ! ,1
আহ কি ফুটফুটে ছেলে ,1
২০ লাখ টাকা বা আরো বেশি লাগলেও তা সরকারী তহবিল থেকে দিলে জনগণ নিশ্চয় কৈয়ফিয়ত চাইবেনা । তাই সরকারী ভাবে সহযোগিতা একান্ত কাম্য । ,1
দেখা যাচ্ছে আমরা সবাইই অনেক ভালো । ,1
সবাই সাহায্য করুন । ,1
এখানে স্বান্তনা সূচক কিছু বলার সুযোগ নেই । লড়াই টা চালিয়ে যেতে হবে । আমরা সকলে সহযোগিতা দিবো । এখন ওনারা অনেকটা পথ হেঁটে ফেলেছেন তা না হলে একটা রাস্তা বলে দেয়া যেতো যা কার্যকরী । যে কোন ভাবে রুগি কে জার্মানি তে নিয়ে গিয়ে আশ্রয় চাইলে পুরা চিকিৎসাটা ফ্রি হতো । ছেলের জীবন বাঁচাতে বাবা মা কে খানিকটা নত হতে হতো এটুকুই । যাই হোক বাকি রাস্তা এটুকুও ওনাদের পাড় হতে হবে । ইনশাললাহ পারবেন । পারতেই হবে । ,1
ভাইরাল হওয়া ভিডিওর সত্যতা ক্রমশঃ স্পষ্ট হচ্ছে । ,1
"মেরেছো কলসির কানা , তাই বলেকি প্রেম দেবো না ? মানুষ মেরেছো তাতে কি , লাশ ফেরত দিয়েছে আমরা তাতেই খুশি ",0
চমৎকার বন্ধুত্বপূর্ণ সম্পর্ক ! ,1
মিয়ানমারও এভাবে বাংলাদেশিকে গুলি করে মারে না । ,0
পরমানু শক্তি না হলে আরো মরতে হবে আমাদের ,0
অনেক অনেক ধন্যবাদ বিএসএফ । আপনাদের এই মহৎ কাজ আমরা চিরদিন মনে রাখবো । ,1
"রাতের অন্ধকারে গরু চুরিটা বন্ধ করেন । বাজি ধরে বলছি , আপনে আপনে সীমান্ত হত্যা বন্ধ হবে । ",1
নেতা বদলানো যায় নিতি নয় । ,0
প্রাচীনপন্থীরা চাইবে না ভুল স্বীকার করতে । ,0
"আপনি জামায়াত - শিবিরকে যদি হাজার টা প্রলেপ লাগিয়ে দেন তারপরেও দেখবেন , যা ছিল তাই আছে । ",0
সাবধান সমাজসেবার নামে সাধারণ মানুষকে বিভ্রান্ত করে জামায়াত তাদের দলে টানবে । ,0
আওয়ামী লীগের রাজনীতির সবচেয়ে বড় সাফল্যে এটা ,1
"জামাত নেতৃবৃন্দের মুরুব্বিদের এদেশে রাজনীতি করার যোগত্য , মেধা কোনটাই নেই অতএব তাদের স্বেচ্ছায় অবসর নেওয়া উচিত । ",0
তরুন প্রজন্মের মতবাদকে সাধুবাদ জানাই ,1
জামাতের লোকেরা কি ভাবে সাহস করে এই স্বাধীন সোনার বাংলায় রাজনীতি করার ? ,0
"জামাত শিবির নিজ থেকেই তারা বিলুপ্ত করে খমা চেয়ে রাজনীতি থেকে চির বিদায় নেয়াই ভাল । এদের ভিতর মানবতার শিক্ষা দেশ প্রেম নাই , তাই আগে শিখতে হবে তার পর জনগন চাইলে বুঝলে অনুমতি পেতে পারে । ",0
"একটি কল্যানমুখী জাতি গঠনের জন্য নিজের বিশ্বাস ও নীতিতে পরিবর্তন না করে চলার পদ্ধতিতে পরিবর্তন করা যেতে পারে । এটাই কৌশল । উড়তে না পারলে হাটতে হবে , হাটতে না পারলে হামাগুড়ি দিতে হবে তাও যদি না পারে তবে গড়তে গড়তে লক্ষ্যে পৌছবে । ",1
"জামাত কখনো ষড়যন্ত্রের রাজনীতি থেকে বেরিয়ে আসবে এটা বিশ্বাস করা কঠিন । সাধারণ ছাত্রের কাছে শিবির মাত্রই সন্ত্রাস ও ষড়যন্ত্র । ছাত্র যুবসমাজ মাত্রই ক্রীড়া সংস্কৃতি প্রিয় প্রজন্ম , শিবির তাতেও বাধার সৃষ্টি করে । সেই শিবিরকে তারা কিভাবে আপন মনে করবে ? ",0
এ বিশ্বকে এ - শিশুর বাসযোগ্য ক ' রে যাব আমি - নবজাতকের কাছে এ আমার দৃঢ় অঙ্গীকার । ,1
আর পাকিস্তানের লেজুড়বৃত্তিটা পরিহার করতে হবে । ,1
একমাত্র মন্তব্য হলো ‘ কোনো মন্তব্য নেই ‘ ,0
"অবাক লাগে , একাত্তর নিয়ে যে আত্মজিজ্ঞাসা বা নিজেকে সংশোধন করার ইচ্ছা জামাতের একটা অংশের আছে সেটুকু বিএনপিরও নেই ",0
সাপ খোলস পাল্টাচ্ছে ঠিকই কিন্তু বিষ প্রয়োগে আগের মতই উস্তাদ । ,0
রক্ত নিয়ে খেলা করার জন্যই জামায়াতের এই অবস্থা । ,0
আমার ক্ষুদ্র জ্ঞানে এটাকে ভালো উদ্যোগ মনে হচ্ছে । ,1
সরকারি প্রতিটি সেক্টরে দুর্নীতি হচ্ছে । এটা ওপেন সিক্রেট । দুদক কী এ ব্যাপারে কোন বলিষ্ঠ ভূমিকা গ্রহণ করতে পারবে ? না কেবল নখদন্তহীন বাঘের মত আষ্ফালন করবে ? ,1
সরকারি প্রত্যেকটা অফিসে সিসি টিভি লাগানো হোক । বিশেষ করে বাংলাদেশ সচিবালয়ে । কেউ নতুন চাকুরী পেলেও তাকে ঘুষ দিয়ে বেতন তুলতে হয় ! ,1
বড়্গুলাকে কবে ধরা হবে ? রাঘব - বোয়াল ধরার ক্ষমতা তো আর নাই । ,0
সিসি টিভি লাগিয়ে কিছুই হবে না । বরং সিসি টিভি কেনার টাকাটাই হবে অপচয় । কারণ ঘুষখোররা তো আর ক্যামেরার সামনে ঘুষ খাবে না । ,0
মেকুর ধরা ফাঁদে বাঘ ধরা যায় না । দুদক চুনোপুঁটি ধরে লোক হাসাচ্ছে । ,0
"বর্তমান বাজারে যে যত বড় দুর্নীতিবাজ তার দাম তত বেশী তাই পোস্টার সাঁটালে বরংচ তাদেরই লাভ , প্রচারের খরচটা বেঁচে যাবে । ",0
কিছুটা ধন্যবাদ তো প্রাপ্যই । তবে ফাঁদ পেতে এসব চুনোপুঁটি ধরে সময় ও শ্রমের অপচয় না করে দুদক যদি তা রাঘব বোয়ালদের ধরার জন্য তা ব্যয় করতো তাহলে দেশ ও জাতির আরো বেশী উপকার হতো । কারণ এসব চুনোপুঁটিরা তো রাঘব বোয়ালদের ফেলে দেয়া উচ্ছিষ্টটুকু ভক্ষণ করে মাত্র । ,1
বিচারে দোষি সাব্যস্ত হবার পর এদের ছবি প্রকাশ করা উচিৎ । মানুষ জানবে । সরকারি দফতরে এদের ছবি এবং অপরাধ সম্বলিত পোষ্টার লাগানো যেতে পারে । যাতে অন্যান্য অসৎ কর্মকর্তাদের মনে একটু ভয় আসে । তবে এরা কিন্তু নিতান্তই চুনোপুঁটি । বড় কয়েকটা রুই কাতলা ইলিশ বোয়াল ধারা দরকার । ,1
সিটি নির্বাচনের আগে তলবএর পর আর দূদককে নিরপেক্ষ বলার কোনো অবকাশ আছে কি ? ,0
ঢাকার মেয়র ইলেকশন তাহলে এসে গেছেে৷সিইসির কাজটা এবার সহজ হয়ে যাবে৷ ,0
ঢাকার মেয়র ইলেকশন তাইলে খুব কাছাকাছি সময়েই হবে বা হতে যাচ্ছে ? ,1
আবার কোন ষড়যন্ত্র শুরু হলো কে জানে ? ,0
প্রতিপক্ষ না থাকায় নিজেরা নিজেরা জড়িয়ে পড়েছে ,0
বাংলাদেশের বিরুদ্ধে লবিং করার জন্য যে কিছু দেশী - বিদেশী লবিষ্ট রয়েছে তাদের কাল হাত এখানে কাজ করেছে কিনা তাও খেয়াল করতে হবে । ,1
"কেবল জিএসপি আর কোটা ই নয় , আমেরিকার উচিত বাংলাদেশ থেকে আপাতত সব ধরেনের আমদানি ও বানিজ্য বনদ করে দেয়া । ",0
আমাদের ব্যর্থতার কথা স্বীকার করতে এবং তদনুযায়ী ভুল শুধরাতে ক্ষতি কি ? ,1
১ . বাংলাদেশ রাশিয়ার সাথে বেশি বন্ধুত্বপূর্ণ আচরণে যুক্তরাষ্ট্র ক্ষুদ্ধ । ২ . বাংলাদেশ জি এস পি পাবার মত শর্ত পূরণ করতে পারে নায় ! ব্যাপারটা উভয় রাজনৈতিক আর শর্তসাপেক্ষ । ,0
তোফায়েল আহমেদ এখন কি বলবেন ? ,0
দেখা যাক কত দিন এভাবে দেশটা চালানো যায় ,0
কাজের পরিবেশ সৃষ্টি করতে বলুন । যে পরিবেশে শ্রমিকরা কাজ করে তার উন্নতি করতে হবে । ,1
"আমার মনে হয় - রাজনৈতিক এটাও সত্য , শ্রমমান / কমপ্ল্যায়ান্স যতটুকু উন্নয়ন হয়নি এটাও সত্য । কমপ্ল্যায়ান্স অগের চেয়ে অনেক উন্নয়ন হয়েছে । এখনো অনেক - অনেক প্রতিষ্ঠানে কাজের মান উন্নয়ন হয়নি । কতৃপক্ষের সেদিকে লক্ষ রাখতে হবে । জনাব বলছেন যুক্তরাজ্যের সব আমদানি বন্ধ করতে । বন্ধ করলে দেশের কতটুকু ক্ষতি হবে ভেবেছেন কি ? কতজন শ্রমিক বেকার হবে ভেবেছেন কি ? ",1
রাজধানিতে জদি এরুপ হয় তাহলে ভিলেজে কি হছছে একবার ঘুরে আসুন পাবনা এবং সুজা নগর দেখবেন শত শত নাম নেহাত ডাক্তার বিহিন হাসপাতাল ও ডাইগনোষটিক ছেন্টার ,1
"ভোটার মুখ ফিরাক বা ভোটার উপস্থিতি কম হোক তাতে কিছু যায় আসে না ! স্বস্তির কথা হচ্ছে , আগুন সন্ত্রাস ও স্বাধীনতা বিরোধীরা নির্বাচনে নাই ! ",1
গণতন্ত্র হত্যাকারীদের সাজানো নির্বাচনের বৈধতা দিতে আপনি তাদের বি টিম স্বৈরাচারীর দলে ভিড়েছেন । ,0
"বেশী করে ভোট ডাকাতি করুন , আপনি নিজেই তো স্বৈারাচারের সহযোগী , আগামীতে ভোটারের উপস্থিতি কম সেই কথাও বলতে হবে না , ভোট নামক কিছু আছে তাও ভুলে যাবে । ",0
এখন দেখি টকশোতে সরকারের চাম * * * * কি বলেন । ,0
পাগলের মাথা খারাপ আর কি ! আপনি নিজেই তো উপনির্বাচনের বৈধতা দেয়ার এজেন্ডা বাস্তবায়নের জন্য প্রার্থী হয়েছেন । জনগণ সবই বুঝে স্যার । প্রতিদ্বন্দ্বিতাপূর্ণ নির্বাচন উপহার দেয়ার জন্য আপনার অভিনয়ের জন্য অভিনন্দন । সামনের নির্বাচনগুলোতে জনগণের অংশগ্রহণ বাড়ানোর জন্য লাকী কূপনের ব্যবস্থার জন্য বানিক প্রধান কমিশনার / সচিব দেখতে পারেন । ,0
"ভোটাররা মুখ ফিরিয়ে , নিলে কার কি কোন ক্ষতি আছে ? ক্ষমতাবানরা তো ঠিকই ক্ষমতার মজা নিতেছে । ",0
গণতামাসা চলছে ,0
"' ' শাফিন আহমেদ বলেন , ভোটাররা হয়তো মনে করছেন তাঁদের ভোটের কোনো মূল্য নেই । এ কারণেই ভোটাররা নির্বাচনে ভোট কেন্দ্রে আসতে চাইছেন না । ' ' ",0
ব্যাংক লুটপাট করে এখন উনারা সঞ্চয়পত্রে বেড়িবাঁধ দিচ্ছেন । যাতে জনগণ ব্যাংকে টাকা ফেলে রাখে উনাদের ভক্ষণের জন্য । ,0
"বাংলাদেশ ব্যাংক , সোনালী ব্যাংক , ফারমার্স ব্যাংক , বেসিক ব্যাংক , জনতা ব্যাংক , শেয়ার বাজার থেকে লক্ষ কোটি টাকা লুট হয়ে গেলো অথচ কোন ব্যবস্থাই নেয়া হলো না । । আর আপনাদের চোখের এখন সন্দেহজনক লেনদেন বড় হয়ে দেখা দিচ্ছে । যায় নিশ্চিত কোন কুল কিনারা করতে পারবেন না । । ",1
"টাকা বিদেশে পাচার হচ্ছে , আর পাচার করছে ক্ষমতাশীনরা । ",0
"পাবলিক এই কথাটি বলে সবার আগে কিন্তু কে আমলে নেয় ? আর যখন আমলে নেয় তখন আর করার কিছু থাকে না , জঙ্গিবাদের কথাই ধরেন হলি আটিজানের ঘটনা না ঘটলে সরকারতো এটা স্বীকারই করত না । ",0
"আফ্রিকার দেশগুলিতে কৃষিতে বিনিয়োগ করতে পারে । বাংলাদেশ এখন কৃষিতে যথেষ্ট জ্ঞান , অভিজ্ঞতা ও নৈপুণ্যতা অর্জন করেছে । ",1
